WaterProviderName,FIPS_ID,FIPS_ID_Flag,GNIS_ID,GNIS_ID_Flag,DOLA_LG_ID,DOLA_LG_ID_Flag,BNDSS_ID,BNDSS_ID_Flag,PWS_ID,PWS_ID_Flag,BusinessEntity_ID,BusinessEntity_ID_Flag,OWF_ID,OWF_ID_Flag,LocalGovtType,EntityStartYear,EntityStartYear_Flag,EntityEndYear,EntityEndYear_Flag,County_CSV,NumCounty,IBCC_Basin,Latitude,Longitude,Lat_Long_Flag,Website,Website_Flag,WaterEfficiencyPlan_URL,WaterForecast_URL,Comment
"Thornton, City of",77290,G,2412064,G,64264,G,Thornton,G,CO0101150,G,,N,Thornton,G,Municipality,,x,,x,"Adams, Weld",2,Metro,39.920507,-104.944528,G,https://www.cityofthornton.net/Pages/default.aspx,G,https://www.thorntonwater.com/pdfs/cot_conservation_plan.pdf,,
Thunderbird Water and Sanitation District,,N,,N,18033,G,,M,CO0118078,G,,N,ThunderbirdWSD,C,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.410731,-105.028831,G,http://thunderbirdwater.com/,G,,,Not in the original BNDSS list
"Titan Road Industrial Park Water Association, Inc",,N,,N,,N,TitanRdIndstrlParkWA,G,CO0218031,G,1.99E+10,G,TitanRdIndstrlParkWA,G,Company,,x,,x,Douglas,1,Metro,39.502745,-105.018407,g1,,M,,,
United Water and Sanitation District,,N,,N,65107,G,,M,,M,,N,UnitedWSD,C,Water and Sanitation District,,x,,x,Elbert,1,Metro,39.539525,-104.614688,G,https://www.unitedwaterdistrict.com/,G,,,Not in the original BNDSS list
Valley Water Company,,N,,N,,N,VlyWC,G,CO0145750,G,1.99E+10,G,VlyWC,G,Company,,x,,x,Otero,1,Metro,39.791292,-105.135353,g1,,M,,,Not in the Covered Entities database
View Ridge Mutual Water Company,,N,,N,,N,ViewRidgeMWC,G,CO0118080,G,1.99E+10,G,ViewRidgeMWC,G,Company,,x,,x,Douglas,1,Metro,39.517516,-105.063297,g1,,M,,,
Westcreek Lakes Water District,,N,,N,18035,G,WestcreekLakesWD,G,CO0118085,G,,N,WestcreekLakesWD,G,Water District,,x,,x,Douglas,1,Metro,39.1417,-105.159107,G,,M,,,
Westlake Water and Sanitation District,,N,,N,,z,,M,CO0101165,G,,N,WestlakeWSD,C,Water and Sanitation District,,x,,x,Adams,1,Metro,39.944575,-105.039649,g1,,M,,,Not in the original BNDSS list
"Westminster, City of",83835,G,2412237,G,64153,G,Westminster,G,CO0101170,G,,N,Westminster,G,Municipality,,x,,x,"Adams, Jefferson",2,Metro,39.88367,-105.062408,G,https://www.cityofwestminster.us/,G,http://www.waterdm.com/sites/default/files/City%20of%20Westminster%20%282013%29%20Water%20Conservation%20Plan.pdf,,
Westwood Lakes Water District,,N,,N,60013,G,,M,CO0160750,G,,N,WestwoodLakesWD,C,Water District,,x,,x,Teller,1,Metro,38.977152,-105.083813,G,http://westwoodlakeswater.org/,G,,,Not in the original BNDSS list
Wheat Ridge Water District,,N,,N,30092,G,WheatRidgeWD,G,CO0130842,G,,N,WheatRidgeWD,G,Water District,,x,,x,Jefferson,1,Metro,39.772507,-105.076221,G,http://www.wrwdistrict.com,G,,,
Willowbrook,,N,,N,30095,G,WillowbrookWS,G,CO0130843,G,,N,WillowbrookWS,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.616557,-105.163712,G,http://www.willowbrookwater.org/,G,,,Not in the Covered Entities database
Willows Water District,,N,,N,3081,G,WillowsWD,G,CO0103100,G,,N,WillowsWD,G,Water District,,x,,x,Arapahoe,1,Metro,39.582591,-104.923777,G,www.willowswater.org,G,,,
